"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"89 years"	"89"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	26879	Not Applicable	Not Applicable
	"89 years"	"89"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	65410	Not Applicable	Not Applicable
	"89 years"	"89"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	16279	Not Applicable	Not Applicable
	"89 years"	"89"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	4645	Not Applicable	Not Applicable
	"89 years"	"89"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	339	Not Applicable	Not Applicable
	"89 years"	"89"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	934	Not Applicable	Not Applicable
	"89 years"	"89"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	4866	Not Applicable	Not Applicable
	"89 years"	"89"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	72	Not Applicable	Not Applicable
	"89 years"	"89"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2028	Not Applicable	Not Applicable
	"89 years"	"89"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	8920	Not Applicable	Not Applicable
	"89 years"	"89"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	5136	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	2326	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Neoplasms"	"C00-D48"	20773	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	405	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5423	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	8584	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	15069	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	48390	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	13226	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	2949	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	183	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	475	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	4111	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	44	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1234	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	8060	Not Applicable	Not Applicable
	"89 years"	"89"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	4653	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	2837	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Neoplasms"	"C00-D48"	19258	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	552	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	7238	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	17805	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	27189	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	67187	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	15502	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	4498	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	308	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	841	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	4757	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	57	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2348	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	8659	Not Applicable	Not Applicable
	"90 years"	"90"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	5068	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	2042	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Neoplasms"	"C00-D48"	18175	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	397	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5147	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	8293	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	13932	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	46273	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	12288	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	2843	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	192	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	484	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	3896	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	51	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1269	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	7376	Not Applicable	Not Applicable
	"90 years"	"90"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	4359	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	2724	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Neoplasms"	"C00-D48"	17003	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	547	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	6914	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	18126	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	26422	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	66519	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	14704	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	4308	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	328	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	822	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	4438	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	65	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2245	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	8199	Not Applicable	Not Applicable
	"91 years"	"91"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	4951	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	1830	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Neoplasms"	"C00-D48"	15545	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	341	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	4546	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	7972	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	12700	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	43372	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	11219	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	2508	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	157	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	422	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	3615	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	42	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1265	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	6572	Not Applicable	Not Applicable
	"91 years"	"91"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	3936	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	2481	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Neoplasms"	"C00-D48"	14641	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	466	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	6430	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	17748	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	25460	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	64338	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	13247	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	4114	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	306	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	806	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	4295	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	64	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2277	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	7572	Not Applicable	Not Applicable
	"92 years"	"92"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	4730	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	1666	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Neoplasms"	"C00-D48"	12919	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	324	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	3950	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	7317	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	11172	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	39080	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	9670	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	2153	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	139	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	370	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	3299	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	32	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	1099	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"Codes for special purposes"	"U00-U99"	5704	Not Applicable	Not Applicable
	"92 years"	"92"	"Male"	"M"	"External causes of morbidity and mortality"	"V01-Y89"	3451	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Certain infectious and parasitic diseases"	"A00-B99"	2279	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Neoplasms"	"C00-D48"	12770	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	504	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	5916	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Mental and behavioural disorders"	"F01-F99"	17379	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Diseases of the nervous system"	"G00-G98"	24107	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Diseases of the circulatory system"	"I00-I99"	60385	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Diseases of the respiratory system"	"J00-J98"	12007	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Diseases of the digestive system"	"K00-K92"	3684	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	278	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	740	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Diseases of the genitourinary system"	"N00-N98"	3902	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	51	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	2264	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"Codes for special purposes"	"U00-U99"	7293	Not Applicable	Not Applicable
	"93 years"	"93"	"Female"	"F"	"External causes of morbidity and mortality"	"V01-Y89"	4481	Not Applicable	Not Applicable
	"93 years"	"93"	"Male"	"M"	"Certain infectious and parasitic diseases"	"A00-B99"	1352	Not Applicable	Not Applicable
	"93 years"	"93"	"Male"	"M"	"Neoplasms"	"C00-D48"	10700	Not Applicable	Not Applicable
	"93 years"	"93"	"Male"	"M"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	277	Not Applicable	Not Applicable
	"93 years"	"93"	"Male"	"M"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	3380	Not Applicable	Not Applicable
	"93 years"	"93"	"Male"	"M"	"Mental and behavioural disorders"	"F01-F99"	6654	Not Applicable	Not Applicable
	"93 years"	"93"	"Male"	"M"	"Diseases of the nervous system"	"G00-G98"	9620	Not Applicable	Not Applicable
	"93 years"	"93"	"Male"	"M"	"Diseases of the circulatory system"	"I00-I99"	34409	Not Applicable	Not Applicable
	"93 years"	"93"	"Male"	"M"	"Diseases of the respiratory system"	"J00-J98"	8400	Not Applicable	Not Applicable
	"93 years"	"93"	"Male"	"M"	"Diseases of the digestive system"	"K00-K92"	1808	Not Applicable	Not Applicable
	"93 years"	"93"	"Male"	"M"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	137	Not Applicable	Not Applicable
	"93 years"	"93"	"Male"	"M"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	288	Not Applicable	Not Applicable
	"93 years"	"93"	"Male"	"M"	"Diseases of the genitourinary system"	"N00-N98"	2697	Not Applicable	Not Applicable
